word,count,pronunciation
point,125,P OY N T
laughing,125,L AE F IH NG
hospital,125,HH AA S P IH T AH L
heart,124,HH AA R T
refrigerator,124,R AH F R IH JH ER EY T ER
hamburger,124,HH AE M B ER G ER
that'll,124,DH AE T AH L
gillian,124,JH IH L IY AH N
buttons,124,B AH T AH N Z
sticks,124,S T IH K S
trains,124,T R EY N Z
rather,124,R AE DH ER
t,124,T IY
land,123,L AE N D
turns,123,T ER N Z
auntie,123,AE N T IY
belly,123,B EH L IY
match,123,M AE CH
mix,122,M IH K S
jennifer,122,JH EH N AH F ER
carriage,122,K AE R IH JH
w,122,D AH B AH L Y UW
plastic,122,P L AE S T IH K
lights,122,L AY T S
potatoes,121,P AH T EY T OW Z
rocks,121,R AA K S
napkin,121,N AE P K IH N
choo,121,CH UW
stars,121,S T AA R Z
summer,121,S AH M ER
thirsty,120,TH ER S T IY
backwards,120,B AE K W ER D Z
meet,120,M IY T
past,120,P AE S T
names,120,N EY M Z
shouldn't,120,SH UH D AH N T
gum,119,G AH M
picnic,119,P IH K N IH K
thursday,119,TH ER Z D EY
whistle,119,W IH S AH L
flat,118,F L AE T
bunch,118,B AH N CH
alligator,118,AE L AH G EY T ER
neck,118,N EH K
swing,118,S W IH NG
men,118,M EH N
jack,117,JH AE K
hop,117,HH AA P
liked,117,L AY K T
asleep,117,AH S L IY P
clay,117,K L EY
bounce,117,B AW N S
extra,116,EH K S T R AH
bless,116,B L EH S
dirt,116,D ER T
carrot,116,K AE R AH T
ouch,116,AW CH
patsy,115,P AE T S IY
john,115,JH AA N
keys,115,K IY Z
robin,115,R AA B AH N
sir,115,S ER
trip,115,T R IH P
town,115,T AW N
case,115,K EY S
excellent,115,EH K S AH L AH N T
worm,114,W ER M
board,114,B AO R D
belongs,114,B IH L AO NG Z
re,114,R EY
hill,113,HH IH L
tick,113,T IH K
cinderella,113,S IH N D ER EH L AH
chimney,113,CH IH M N IY
till,113,T IH L
difference,113,D IH F ER AH N S
squeeze,113,S K W IY Z
eats,113,IY T S
im,113,IH M
bell,112,B EH L
turkey,112,T ER K IY
clap,112,K L AE P
fits,112,F IH T S
whats,112,W AH T S
sink,112,S IH NG K
aunt,111,AE N T
tissue,111,T IH S Y UW
apples,111,AE P AH L Z
roof,111,R UW F
nurse,111,N ER S
teach,111,T IY CH
family,111,F AE M AH L IY
belong,111,B IH L AO NG
slow,111,S L OW
woman,111,W UH M AH N
bat,111,B AE T
olivia,111,OW L IH V IY AH
pee,111,P IY
talkin,110,T AA K AH N
glue,110,G L UW
lettuce,110,L EH T AH S
o'clock,110,AH K L AA K
pear,110,P EH R
kangaroo,109,K AE NG G ER UW
puppet,109,P AH P AH T
hm,109,HH AH M
cows,109,K AW Z
onto,109,AA N T UW
cups,108,K AH P S
cash,108,K AE SH
lois,108,L OW AH S
trick,108,T R IH K
save,107,S EY V
cats,107,K AE T S
strawberries,107,S T R AO B EH R IY Z
shopping,106,SH AA P IH NG
oatmeal,106,OW T M IY L
linda,106,L IH N D AH
king,106,K IH NG
spin,106,S P IH N
lucky,106,L AH K IY
sock,105,S AA K
jacket,105,JH AE K AH T
guitar,105,G IH T AA R
fresh,105,F R EH SH
peas,105,P IY Z
pile,105,P AY L
gas,105,G AE S
cleaning,104,K L IY N IH NG
mary,104,M EH R IY
built,104,B IH L T
patty,104,P AE T IY
voice,104,V OY S
register,103,R EH JH IH S T ER
crazy,103,K R EY Z IY
hilda,103,HH IH L D AH
forty,103,F AO R T IY
send,103,S EH N D
daisy,103,D EY Z IY
joke,103,JH OW K
dessert,103,D IH Z ER T
lie,103,L AY
fight,103,F AY T
bean,102,B IY N
named,102,N EY M D
sign,102,S AY N
garage,102,G ER AA ZH
catherine,102,K AE TH ER AH N
charlie,102,CH AA R L IY
rubber,102,R AH B ER
wild,101,W AY L D
brittany,101,B R IH T AH N IY
oven,101,AH V AH N
plant,101,P L AE N T
goat,101,G OW T
stopped,101,S T AA P T
whale,101,W EY L
falls,101,F AO L Z
lets,100,L EH T S
size,100,S AY Z
rub,100,R AH B
ding,100,D IH NG
lift,100,L IH F T
amanda,99,AH M AE N D AH
h,99,EY CH
dunno,99,D AH N OW
messy,99,M EH S IY
pushing,99,P UH SH IH NG
goofy,99,G UW F IY
magnet,99,M AE G N AH T
garden,99,G AA R D AH N
stayed,99,S T EY D
duh,99,D AH
starts,99,S T AA R T S
pigs,99,P IH G Z
lovely,98,L AH V L IY
nothin,98,N AA TH IH N
hooray,98,HH UH R EY
keeps,98,K IY P S
thinks,98,TH IH NG K S
wrote,98,R OW T
french,98,F R EH N CH
asking,98,AE S K IH NG
cooking,97,K UH K IH NG
bucket,97,B AH K IH T
seeds,97,S IY D Z
everywhere,97,EH V R IY W EH R
pushed,97,P UH SH T
helmet,97,HH EH L M AH T
tooth,97,T UW TH
least,97,L IY S T
trunk,97,T R AH NG K
ho,97,HH OW
wiggle,97,W IH G AH L
thumb,97,TH AH M
l,96,EH L
library,96,L AY B R EH R IY
weekend,96,W IY K EH N D
across,96,AH K R AO S
tomato,96,T AH M EY T OW
shoot,96,SH UW T
games,96,G EY M Z
shapes,96,SH EY P S
drawer,96,D R AO R
third,96,TH ER D
ladder,96,L AE D ER
cards,95,K AA R D Z
le,95,L AH
knife,95,N AY F
answer,95,AE N S ER
nah,95,N AA
scissors,94,S IH Z ER Z
threw,94,TH R UW
presents,94,P R EH Z AH N T S
hate,94,HH EY T
moving,94,M UW V IH NG
birdie,94,B ER D IY
circus,94,S ER K AH S
afternoon,94,AE F T ER N UW N
yer,94,Y ER
bubble,94,B AH B AH L
quarter,94,K W AO R T ER
race,94,R EY S
wednesday,93,W EH N Z D IY
clouds,93,K L AW D Z
darling,93,D AA R L IH NG
above,93,AH B AH V
walked,93,W AO K T
nana,93,N AE N AH
suppose,93,S AH P OW Z
fox,93,F AA K S
swish,92,S W IH SH
grab,92,G R AE B
cried,92,K R AY D
washing,92,W AA SH IH NG
sweater,92,S W EH T ER
we'd,92,W IY D
fifteen,92,F IH F T IY N
knocked,92,N AA K T
hippo,92,HH IH P OW
york,92,Y AO R K
tear,92,T EH R
sauce,91,S AO S
basketball,91,B AE S K AH T B AO L
faster,91,F AE S T ER
pony,91,P OW N IY
kept,91,K EH P T
sticker,91,S T IH K ER
motorcycle,91,M OW T ER S AY K AH L
feels,91,F IY L Z
horn,91,HH AO R N
painting,91,P EY N T IH NG
felt,91,F EH L T
city,90,S IH T IY
rach,90,R AE CH
rocking,90,R AA K IH NG
batteries,90,B AE T ER IY Z
rolling,90,R OW L IH NG
snap,90,S N AE P
changed,90,CH EY N JH D
angry,90,AE NG G R IY
wagon,90,W AE G AH N
office,89,AO F AH S
accident,89,AE K S AH D AH N T
meant,89,M EH N T
battery,89,B AE T ER IY
cocoon,89,K AH K UW N
where're,89,W EH R ER
franklin,88,F R AE NG K L IH N
weird,88,W IH R D
dada,88,D AA D AA
soda,88,S OW D AH
tuesday,88,T UW Z D IY
makin,88,M AE K IH N
awful,88,AO F AH L
hoo,88,HH UW
ketchup,88,K EH CH AH P
knee,88,N IY
pajamas,88,P AH JH AA M AH Z
princess,88,P R IH N S EH S
pan,88,P AE N
spilled,88,S P IH L D
grape,88,G R EY P
daniel,87,D AE N Y AH L
fold,87,F OW L D
penny,87,P EH N IY
deal,87,D IY L
erase,87,IH R EY S
none,87,N AH N
bill,87,B IH L
stool,87,S T UW L
seem,87,S IY M
african,87,AE F R IH K AA N
smaller,87,S M AO L ER
cutting,87,K AH T IH NG
necklace,87,N EH K L AH S
beginning,86,B IH G IH N IH NG
beads,86,B IY D Z
farmer,86,F AA R M ER
won,86,W AH N
stew,86,S T UW
deep,86,D IY P
anywhere,86,EH N IY W EH R
sam,86,S AE M
dig,86,D IH G
donald,86,D AA N AH L D
hour,86,AW ER
hats,86,HH AE T S
runs,86,R AH N Z
ursula,85,ER S AH L AH
surprise,85,S ER P R AY Z
bear's,85,B EH R Z
pulled,85,P UH L D
peaches,85,P IY CH AH Z
purse,85,P ER S
squirrel,85,S K W ER AH L
screwdriver,85,S K R UW D R AY V ER
kim,85,K IH M
salt,85,S AO L T
smile,85,S M AY L
george,85,JH AO R JH
picking,85,P IH K IH NG
somebody's,84,S AH M B AA D IY Z
laurie,84,L AO R IY
nut,84,N AH T
piano,84,P IY AE N OW
low,84,L OW
regular,84,R EH G Y AH L ER
mama's,84,M AA M AH Z
broccoli,84,B R AA K AH L IY
cat's,84,K AE T S
throwing,84,TH R OW IH NG
pears,83,P EH R Z
cha,83,CH AA
halloween,83,HH AE L AH W IY N
laugh,83,L AE F
zebra,83,Z IY B R AH
heh,83,HH EH
stomach,83,S T AH M AH K
monkeys,83,M AH NG K IY Z
nest,83,N EH S T
ambulance,83,AE M B Y AH L AH N S
sharp,83,SH AA R P
don,83,D AA N
homework,82,HH OW M W ER K
katie,82,K EY T IY
born,82,B AO R N
recording,82,R AH K AO R D IH NG
sweets,82,S W IY T S
shot,82,SH AA T
sees,82,S IY Z
unless,82,AH N L EH S
plates,82,P L EY T S
fixing,81,F IH K S IH NG
kitten,81,K IH T AH N
monsters,81,M AA N S T ER Z
speak,81,S P IY K
jumps,81,JH AH M P S
bees,81,B IY Z
drum,81,D R AH M
snowman,81,S N OW M AE N
ocean,81,OW SH AH N
listening,81,L IH S AH N IH NG
worms,81,W ER M Z
wrap,81,R AE P
f,81,EH F
jelly,81,JH EH L IY
yard,80,Y AA R D
cracker,80,K R AE K ER
easter,80,IY S T ER
grapes,80,G R EY P S
seems,80,S IY M Z
jessica,80,JH EH S IH K AH
splash,80,S P L AE SH
asian,80,EY ZH AH N
chin,80,CH IH N
castle,80,K AE S AH L
higher,80,HH AY ER
ma,80,M AA
bananas,80,B AH N AE N AH Z
winter,80,W IH N T ER
tasty,80,T EY S T IY
mud,80,M AH D
certainly,80,S ER T AH N L IY
sent,80,S EH N T
toot,79,T UW T
die,79,D AY
toe,79,T OW
anyone,79,EH N IY W AH N
becky,79,B EH K IY
click,79,K L IH K
dead,79,D EH D
buddy,79,B AH D IY
ronald,79,R AA N AH L D
bryan,79,B R AY AH N
today's,79,T AH D EY Z
percy,78,P ER S IY
opened,78,OW P AH N D
shower,78,SH AW ER
balloons,78,B AH L UW N Z
pack,78,P AE K
pretending,78,P R IY T EH N D IH NG
blowing,78,B L OW IH NG
wheat,78,W IY T
rope,78,R OW P
radio,78,R EY D IY OW
tough,78,T AH F
poop,78,P UW P
how'd,78,HH AW D
ham,77,HH AE M
gives,77,G IH V Z
witch,77,W IH CH
tracks,77,T R AE K S
jeff,77,JH EH F
mice,77,M AY S
fact,77,F AE K T
terrible,77,T EH R AH B AH L
peek,76,P IY K
gee,76,JH IY
life,76,L AY F
skin,76,S K IH N
showed,76,SH OW D
helping,76,HH EH L P IH NG
river,76,R IH V ER
definitely,76,D EH F AH N AH T L IY
bolt,76,B OW L T
switch,76,S W IH CH
bags,76,B AE G Z
mountain,76,M AW N T AH N
stories,76,S T AO R IY Z
vacation,76,V EY K EY SH AH N
p,75,P IY
syrup,75,S ER AH P
months,75,M AH N TH S
bumper,75,B AH M P ER
cousin,75,K AH Z AH N
television,75,T EH L AH V IH ZH AH N
shop,75,SH AA P
pepper,75,P EH P ER
laundry,75,L AO N D R IY
pages,75,P EY JH AH Z
hasn't,75,HH AE Z AH N T
songs,75,S AO NG Z
squishy,74,S K W IH SH IY
pulling,74,P UH L IH NG
lick,74,L IH K
row,74,R OW
wrench,74,R EH N CH
fraser,74,F R EY Z ER
smoke,74,S M OW K
beef,74,B IY F
hanging,74,HH AE NG IH NG
bicycle,74,B AY S IH K AH L
chickens,74,CH IH K AH N Z
nathan,74,N EY TH AH N
circles,74,S ER K AH L Z
often,74,AO F T AH N
longer,74,L AO NG G ER
dum,74,D AH M
shelf,73,SH EH L F
joe,73,JH OW
joey,73,JH OW IY
lived,73,L IH V D
investigator,73,IH N V EH S T AH G EY T ER
besides,73,B IH S AY D Z
crack,73,K R AE K
mummy,73,M AH M IY
kenny,73,K EH N IY
broom,73,B R UW M
cherry,73,CH EH R IY
blah,73,B L AA
mother's,73,M AH DH ER Z
di,72,D IY
closer,72,K L OW S ER
shovel,72,SH AH V AH L
queen,72,K W IY N
plain,72,P L EY N
bow,72,B AW
museum,72,M Y UW Z IY AH M
parade,72,P ER EY D
nuts,72,N AH T S
mat,72,M AE T
strange,72,S T R EY N JH
ruby,72,R UW B IY
sticking,72,S T IH K IH NG
oranges,72,AO R AH N JH AH Z
excited,72,IH K S AY T AH D
missus,72,M IH S IH Z
forest,72,F AO R AH S T
camel,72,K AE M AH L
climbed,72,K L AY M D
dribble,71,D R IH B AH L
travis,71,T R AE V IH S
handle,71,HH AE N D AH L
wolf,71,W UH L F
scratch,71,S K R AE CH
dime,71,D AY M
thirteen,71,TH ER T IY N
perhaps,71,P ER HH AE P S
football,71,F UH T B AO L
station,71,S T EY SH AH N
kittens,71,K IH T AH N Z
richard,71,R IH CH ER D
order,71,AO R D ER
woke,71,W OW K
super,71,S UW P ER
shark,71,SH AA R K
baseball,71,B EY S B AO L
suddenly,71,S AH D AH N L IY
vegetables,71,V EH JH T AH B AH L Z
hah,70,HH AA
jam,70,JH AE M
zero,70,Z IY R OW
moved,70,M UW V D
spring,70,S P R IH NG
crab,70,K R AE B
crib,70,K R IH B
kissing,70,K IH S IH NG
trash,70,T R AE SH
wings,69,W IH NG Z
chips,69,CH IH P S
biggest,69,B IH G AH S T
pocketbook,69,P AA K AH T B UH K
crackers,69,K R AE K ER Z
dream,69,D R IY M
young,69,Y AH NG
bright,69,B R AY T
zipper,69,Z IH P ER
nursery,69,N ER S ER IY
rid,69,R IH D
plenty,69,P L EH N T IY
debbie,68,D EH B IY
flap,68,F L AE P
ruff,68,R AH F
perfect,68,P ER F EH K T
pickle,68,P IH K AH L
pet,68,P EH T
washed,68,W AA SH T
op,68,AA P
polly,68,P AA L IY
judy,68,JH UW D IY
plants,68,P L AE N T S
cranky,68,K R AE NG K IY
desk,68,D EH S K
stickers,68,S T IH K ER Z
begins,68,B IH G IH N Z
gobble,68,G AA B AH L
state,68,S T EY T
puts,68,P UH T S
windows,68,W IH N D OW Z
wanta,67,W AA N T AH
sell,67,S EH L
gun,67,G AH N
showing,67,SH OW IH NG
g,67,JH IY
golf,67,G AA L F
suit,67,S UW T
loose,67,L UW S
tom,67,T AA M
bites,67,B AY T S
giant,67,JH AY AH N T
bones,67,B OW N Z
herself,67,HH ER S EH L F
harold,67,HH EH R AH L D
trevor,67,T R EH V ER
tray,67,T R EY
free,67,F R IY
wire,66,W AY ER
growing,66,G R OW IH NG
nickel,66,N IH K AH L
helps,66,HH EH L P S
brothers,66,B R AH DH ER Z
alphabet,66,AE L F AH B EH T
pair,66,P EH R
lying,66,L AY IH NG
smooth,66,S M UW DH
beard,66,B IH R D
filled,66,F IH L D
grew,66,G R UW
stays,66,S T EY Z
outta,66,UW T AH
beat,66,B IY T
vroom,66,V R UW M
noisy,66,N OY Z IY
horsey,65,HH AO R S IY
huge,65,HH Y UW JH
belt,65,B EH L T
panda,65,P AE N D AH
ariel,65,EH R IY AH L
preschool,65,P R IY S K UW L
feeling,65,F IY L IH NG
win,65,W IH N
boats,65,B OW T S
blood,65,B L AH D
dolls,65,D AA L Z
peanut,65,P IY N AH T
older,65,OW L D ER
sausage,65,S AO S AH JH
april,65,EY P R AH L
fireman,65,F AY R M AH N
bib,65,B IH B
against,65,AH G EH N S T
rides,65,R AY D Z
motor,65,M OW T ER
bone,65,B OW N
naughty,65,N AO T IY
claus,64,K L AO Z
penguins,64,P EH NG G W AH N Z
type,64,T AY P
carrying,64,K AE R IY IH NG
restaurant,64,R EH S T ER AA N T
talked,64,T AO K T
learned,64,L ER N D
bringing,64,B R IH NG IH NG
dish,64,D IH SH
scrub,64,S K R AH B
rooster,64,R UW S T ER
treat,64,T R IY T
wide,64,W AY D
kisses,63,K IH S AH Z
helicopter,63,HH EH L IH K AA P T ER
rainbow,63,R EY N B OW
hall,63,HH AO L
goose,63,G UW S
seesaw,63,S IY S AO
country,63,K AH N T R IY
map,63,M AE P
mustard,63,M AH S T ER D
pencils,63,P EH N S AH L Z
shell,63,SH EH L
kidding,63,K IH D IH NG
whether,63,W EH DH ER
graeme,63,G R EY M
computer,63,K AH M P Y UW T ER
mariana,63,M AA R IY AE N AH
upset,63,AH P S EH T
toothbrush,62,T UW TH B R AH SH
koala,62,K OW AA L AH
ugly,62,AH G L IY
lucy,62,L UW S IY
tub,62,T AH B
billy,62,B IH L IY
exciting,62,IH K S AY T IH NG
pussy,62,P UH S IY
kit,62,K IH T
cleaner,62,K L IY N ER
fill,62,F IH L
noodles,62,N UW D AH L Z
plus,62,P L AH S
slippers,62,S L IH P ER Z
finally,62,F AY N AH L IY
dangerous,62,D EY N JH ER AH S
month,62,M AH N TH
cost,62,K AA S T
dumb,62,D AH M
spit,61,S P IH T
raisin,61,R EY Z IH N
rectangle,61,R EH K T AE NG G AH L
flip,61,F L IH P
list,61,L IH S T
study,61,S T AH D IY
quit,61,K W IH T
plums,61,P L AH M Z
climbing,61,K L AY M IH NG
penguin,61,P EH NG G W AH N
surprised,61,S ER P R AY Z D
mistake,61,M IH S T EY K
california,61,K AE L AH F AO R N Y AH
he'd,61,HH IY D
edge,61,EH JH
phoebe,61,F IY B IY
calls,60,K AO L Z
fourteen,60,F AO R T IY N
metal,60,M EH T AH L
mine's,60,M AY N Z
walks,60,W AO K S
cannot,60,K AE N AA T
magnets,60,M AE G N AH T S
gerry,60,JH EH R IY
ba,60,B IY EY
chick,60,CH IH K
ought,60,AO T
sean,60,SH AO N
parts,60,P AA R T S
pancake,60,P AE N K EY K
watched,60,W AA CH T
gigi,59,JH IY JH IY
needed,59,N IY D AH D
sides,59,S AY D Z
boston,59,B AA S T AH N
hers,59,HH ER Z
counting,59,K AW N T IH NG
important,59,IH M P AO R T AH N T
sits,59,S IH T S
morgan,59,M AO R G AH N
son,59,S AH N
sunny,59,S AH N IY
awfully,59,AO F AH L IY
she'd,59,SH IY D
plan,59,P L AE N
fair,59,F EH R
jill,59,JH IH L
everybody's,59,EH V R IY B AA D IY Z
vanilla,58,V AH N IH L AH
diapers,58,D AY AH P ER Z
zip,58,Z IH P
tag,58,T AE G
taping,58,T EY P IH NG
notice,58,N OW T AH S
chance,58,CH AE N S
indian,58,IH N D IY AH N
they've,58,DH EY V
jungle,58,JH AH NG G AH L
quickly,58,K W IH K L IY
pin,58,P IH N
gold,58,G OW L D
island,58,AY L AH N D
died,58,D AY D
drew,58,D R UW
weather,58,W EH DH ER
tangled,58,T AE NG G AH L D
hon,58,HH AA N
gordon,58,G AO R D AH N
minnie,58,M IH N IY
matty,57,M AE T IY
lemon,57,L EH M AH N
spells,57,S P EH L Z
fur,57,F ER
coloring,57,K AH L ER IH NG
church,57,CH ER CH
betty,57,B EH T IY
bother,57,B AA DH ER
decided,57,D IH S AY D IH D
bobby,57,B AA B IY
christopher,57,K R IH S T AH F ER
bulldozer,57,B UH L D OW Z ER
ducky,57,D AH K IY
scare,57,S K EH R
tusks,57,T AH S K S
grocery,57,G R OW S ER IY
calf,57,K AE F
kite,57,K AY T
helped,57,HH EH L P T
promise,57,P R AA M AH S
met,57,M EH T
alive,57,AH L AY V
shirts,57,SH ER T S
houses,57,HH AW S AH Z
jus,56,JH UW
dip,56,D IH P
stack,56,S T AE K
chris,56,K R IH S
puddle,56,P AH D AH L
there're,56,DH EH R ER
boy's,56,B OY Z
rings,56,R IH NG Z
jay,56,JH EY
pirate,56,P AY R AH T
patrick,56,P AE T R IH K
c'mon,56,K AH M AA N
u,56,Y UW
cocoa,56,K OW K OW
wave,56,W EY V
safe,56,S EY F
umm,56,AH M
napkins,56,N AE P K IH N Z
nicely,56,N AY S L IY
pass,55,P AE S
places,55,P L EY S AH Z
anthony,55,AE N TH AO N IY
tells,55,T EH L Z
seal,55,S IY L
annie,55,AE N IY
puzzles,55,P AH Z AH L Z
sense,55,S EH N S
shy,55,SH AY
tank,55,T AE NG K
sneakers,55,S N IY K ER Z
mash,55,M AE SH
v,55,V IY
iron,55,AY ER N
tennis,55,T EH N AH S
lynn,55,L IH N
emma,55,EH M AH
seed,55,S IY D
twinkle,54,T W IH NG K AH L
cromer,54,K R OW M ER
dizzy,54,D IH Z IY
dillon,54,D IH L AH N
taller,54,T AO L ER
gently,54,JH EH N T L IY
sarah's,54,S EH R AH Z
skunk,54,S K AH NG K
barrels,54,B AE R AH L Z
decide,54,D IH S AY D
loo,54,L UW
erik,54,EH R IH K
buck,54,B AH K
lid,54,L IH D
harder,54,HH AA R D ER
turtles,54,T ER T AH L Z
fishy,54,F IH SH IY
flies,54,F L AY Z
ugh,53,AH G
parents,53,P EH R AH N T S
video,53,V IH D IY OW
lock,53,L AA K
caboose,53,K AH B UW S
screws,53,S K R UW Z
bar,53,B AA R
'em,53,AH M
secret,53,S IY K R AH T
violin,53,V AY AH L IH N
gross,53,G R OW S
earth,53,ER TH
ship,53,SH IH P
cough,53,K AA F
martin,53,M AA R T AH N
plays,53,P L EY Z
mike,53,M AY K
bracelet,53,B R EY S L AH T
bottles,53,B AA T AH L Z
de,52,D IY
robert,52,R AA B ER T
drank,52,D R AE NG K
arthur,52,AA R TH ER
puppets,52,P AH P AH T S
k,52,K EY
mixed,52,M IH K S T
lego,52,L EH G OW
hen,52,HH EH N
punch,52,P AH N CH
poke,52,P OW K
helen,52,HH EH L AH N
especially,52,AH S P EH SH L IY
furniture,52,F ER N IH CH ER
tires,52,T AY ER Z
chase,52,CH EY S
upon,52,AH P AA N
terrific,52,T ER IH F IH K
gotten,52,G AA T AH N
j,52,JH EY
spoons,52,S P UW N Z
cleaned,52,K L IY N D
matches,52,M AE CH AH Z
heat,52,HH IY T
squeak,52,S K W IY K
magazine,52,M AE G AH Z IY N
movies,52,M UW V IY Z
popsicle,52,P AA P S IH K AH L
naomi,52,N EY OW M IY
smiling,52,S M AY L IH NG
pockets,52,P AA K AH T S
thousand,51,TH AW Z AH N D
fairy,51,F EH R IY
stir,51,S T ER
cooked,51,K UH K T
aislinn,51,EY S L IH N
name's,51,N EY M Z
wondering,51,W AH N D ER IH NG
during,51,D UH R IH NG
buying,51,B AY IH NG
sleeve,51,S L IY V
eighteen,51,EY T IY N
dentist,51,D EH N T AH S T
trunks,51,T R AH NG K S
age,51,EY JH
beds,51,B EH D Z
salty,51,S AO L T IY
group,51,G R UW P
bert,51,B ER T
rough,51,R AH F
project,50,P R AA JH EH K T
chip,50,CH IH P
leaving,50,L IY V IH NG
bumped,50,B AH M P T
el,50,EH L
uses,50,Y UW S AH Z
underwear,50,AH N D ER W EH R
piglet,50,P IH G L IH T
boxes,50,B AA K S AH Z
add,50,AE D
sophie,50,S OW F IY
cheerios,50,CH IH R IY OW S
opens,50,OW P AH N Z
sale,50,S EY L
poo,49,P UW
gift,49,G IH F T
dog's,49,D AO G Z
girl's,49,G ER L Z
sometime,49,S AH M T AY M
mom's,49,M AA M Z
prince,49,P R IH N S
sesame,49,S EH S AH M IY
carefully,49,K EH R F AH L IY
cord,49,K AO R D
rattle,49,R AE T AH L
oscar,49,AO S K ER
roast,49,R OW S T
charge,49,CH AA R JH
watermelon,49,W AO T ER M EH L AH N
tapes,49,T EY P S
rip,49,R IH P
choose,49,CH UW Z
racket,49,R AE K IH T
imagine,49,IH M AE JH AH N
lips,49,L IH P S
mailman,49,M EY L M AE N
zoe,49,Z OW IY
tool,48,T UW L
moment,48,M OW M AH N T
polar,48,P OW L ER
sentence,48,S EH N T AH N S
soccer,48,S AA K ER
susan,48,S UW Z AH N
absolutely,48,AE B S AH L UW T L IY
batman,48,B AE T M AE N
scoot,48,S K UW T
barrel,48,B AE R AH L
newspaper,48,N UW Z P EY P ER
hay,48,HH EY
cross,48,K R AO S
skinny,48,S K IH N IY
practice,48,P R AE K T IH S
covered,48,K AH V ER D
whoo,48,W UW
toilet,48,T OY L AH T
karen,48,K EH R AH N
lines,48,L AY N Z
roar,48,R AO R
dot,48,D AA T
everyday,48,EH V R IY D EY
fishing,48,F IH SH IH NG
snoopy,48,S N UW P IY
taken,47,T EY K AH N
fighting,47,F AY T IH NG
bake,47,B EY K
crawl,47,K R AO L
forever,47,F ER EH V ER
smells,47,S M EH L Z
boot,47,B UW T
bagel,47,B EY G AH L
ladybug,47,L EY D IY B AH G
bathroom,47,B AE TH R UW M
danny,47,D AE N IY
others,47,AH DH ER Z
clear,47,K L IH R
todd,47,T AA D
less,47,L EH S
snowing,47,S N OW IH NG
tomatoes,47,T AH M EY T OW Z
pennies,47,P EH N IY Z
straw,47,S T R AO
suitcase,47,S UW T K EY S
eaten,47,IY T AH N
squirrels,47,S K W ER AH L Z
ripped,47,R IH P T
mailbox,47,M EY L B AA K S
ryan,47,R AY AH N
cone,47,K OW N
supermarket,47,S UW P ER M AA R K IH T
worked,46,W ER K T
act,46,AE K T
slipper,46,S L IH P ER
pointing,46,P OY N T IH NG
comfortable,46,K AH M F ER T AH B AH L
pretzels,46,P R EH T Z AH L Z
r,46,AA R
packed,46,P AE K T
worried,46,W ER IY D
awake,46,AH W EY K
cap,46,K AE P
dreams,46,D R IY M Z
measure,46,M EH ZH ER
crane,46,K R EY N
gate,46,G EY T
valentine,46,V AE L AH N T AY N
sixteen,46,S IH K S T IY N
locked,46,L AA K T
hitting,45,HH IH T IH NG
james,45,JH EY M Z
fuzzy,45,F AH Z IY
starting,45,S T AA R T IH NG
program,45,P R OW G R AE M
fries,45,F R AY Z
aaron,45,EH R AH N
tip,45,T IH P
itself,45,IH T S EH L F
hurting,45,HH ER T IH NG
steering,45,S T IH R IH NG
popcorn,45,P AA P K AO R N
spare,45,S P EH R
dad's,45,D AE D Z
ceiling,45,S IY L IH NG
deer,45,D IH R
frank,45,F R AE NG K
shorts,45,SH AO R T S
boring,45,B AO R IH NG
bend,45,B EH N D
bank,45,B AE NG K
they'd,45,DH EY D
sisters,45,S IH S T ER Z
hippopotamus,45,HH IH P AH P AA T AH M AH S
amazing,45,AH M EY Z IH NG
north,45,N AO R TH
prize,45,P R AY Z
pardon,44,P AA R D AH N
married,44,M EH R IY D
spread,44,S P R EH D
seventeen,44,S EH V AH N T IY N
questions,44,K W EH S CH AH N Z
doors,44,D AO R Z
wah,44,W AA
toby,44,T OW B IY
janet,44,JH AE N AH T
slept,44,S L EH P T
railroad,44,R EY L R OW D
johnny,44,JH AA N IY
otherwise,44,AH DH ER W AY Z
grandma's,44,G R AE N D M AA Z
slice,44,S L AY S
ninety,44,N AY N T IY
boop,44,B UW P
junk,44,JH AH NG K
clowns,44,K L AW N Z
camp,44,K AE M P
noises,44,N OY Z IH Z
choice,44,CH OY S
awhile,44,AH W AY L
elevator,44,EH L AH V EY T ER
follow,43,F AA L OW
ringing,43,R IH NG IH NG
steps,43,S T EH P S
dust,43,D AH S T
chop,43,CH AA P
noticed,43,N OW T IH S T
stroller,43,S T R OW L ER
painted,43,P EY N T AH D
mixer,43,M IH K S ER
lisa,43,L IY S AH
stamp,43,S T AE M P
shiny,43,SH AY N IY
wit,43,W IH T
president,43,P R EH Z IH D AH N T
confused,43,K AH N F Y UW Z D
freezer,43,F R IY Z ER
spiders,43,S P AY D ER Z
ours,43,AW ER Z
bark,43,B AA R K
denise,43,D IH N IY S
bay,43,B EY
popped,43,P AA P T
kill,43,K IH L
nineteen,43,N AY N T IY N
ronnie,42,R AA N IY
problems,42,P R AA B L AH M Z
nibbled,42,N IH B AH L D
kleenex,42,K L IY N AH K S
film,42,F IH L M
gym,42,JH IH M
cupcake,42,K AH P K EY K
band,42,B AE N D
