iteration,log_likelihood
7390,-79641.56602237858
7400,-79614.39899321311
7410,-79921.9025330029
7420,-79709.3727194313
7430,-79657.61131933455
7440,-79854.62762667972
7450,-80161.39102085991
7460,-79824.33172009792
7470,-79840.94747457976
7480,-79837.21298421753
7490,-79999.14802183706
7500,-80125.13797389052
7510,-80035.4385272545
7520,-79847.52537156196
7530,-79422.4575245176
7540,-79174.99261594196
7550,-79280.67227586893
7560,-79267.56707694515
7570,-78464.99790143842
7580,-78344.67432341
7590,-78647.68277086745
7600,-78575.08340871872
7610,-78225.42964585361
7620,-78328.99648009801
7630,-78202.52169216634
7640,-78834.72995335626
7650,-78818.52211486413
7660,-78711.75872487114
7670,-78236.69531625869
7680,-78182.95211583906
7690,-78123.83995082093
7700,-78292.84426358779
7710,-78292.84316234337
7720,-77764.60319399877
7730,-77666.88205434529
7740,-77900.59853533871
7750,-77828.01288781306
7760,-77586.53170029733
7770,-77270.64890023644
7780,-77072.20107284482
7790,-76988.16749438204
7800,-76853.92749866363
7810,-76707.87054723134
7820,-77001.49937789593
7830,-77119.66892627752
7840,-77261.37798615271
7850,-77094.20416262856
7860,-76962.59890135315
7870,-77104.06662778874
7880,-77099.37397087563
7890,-76811.61410688759
7900,-76711.41013543811
7910,-76988.47975782953
7920,-76891.9329365489
7930,-76742.03456558703
7940,-76342.42219194488
7950,-76518.47787226632
7960,-76824.63104910686
7970,-76654.1761433556
7980,-76699.18364511518
7990,-76788.37787306547
8000,-76965.09438670776
8010,-77076.61506200656
8020,-77080.36116887626
8030,-76838.77465861286
8040,-76657.02723882513
8050,-76506.66732023278
8060,-76530.18478471984
8070,-76408.7711919316
8080,-76609.70098665316
8090,-76798.44085616627
8100,-76415.17082843324
8110,-76369.3618173593
8120,-76425.69915224375
8130,-76660.14341363055
8140,-76389.02608905567
8150,-76090.75184305065
8160,-76422.5619834834
8170,-76573.31458141183
8180,-76215.17488405705
8190,-76210.98774759371
8200,-76457.44579073512
8210,-76228.4678885409
8220,-76026.17754265114
8230,-76531.39503647562
8240,-76468.58836039306
8250,-76258.69356110183
8260,-76101.34167443708
8270,-75992.29354360924
8280,-76065.2205841187
8290,-76560.4352362867
8300,-76653.61441298875
8310,-76492.32502843127
8320,-76525.94701652379
8330,-76585.89652735039
8340,-76147.00037734176
8350,-76176.92751599426
8360,-76072.44138400965
8370,-76143.11343764313
8380,-75924.74720311981
8390,-75747.86665464839
8400,-76004.07553400216
8410,-75800.89917652817
8420,-75774.44947459293
8430,-75771.65858293851
8440,-75567.83313932306
8450,-75321.19177737765
8460,-75100.97915360819
8470,-74992.10416154421
8480,-74823.58347549904
8490,-74729.65761647905
8500,-74685.6843221804
8510,-74715.90236449432
8520,-74868.79914203787
8530,-74891.21284520417
8540,-74599.61705796701
8550,-74696.88073650491
8560,-74545.4197511612
8570,-74380.87853345879
8580,-74268.24947973399
8590,-74367.7032607431
8600,-74466.65515389442
8610,-74526.17118494236
8620,-74582.06890635594
8630,-74575.60088635377
8640,-74563.29235769744
8650,-74600.80696161435
8660,-74584.0848369842
8670,-74544.90720756182
8680,-74492.59528752192
8690,-74264.97362687932
8700,-74450.81620957145
8710,-74426.8387717389
8720,-74358.35541299582
8730,-74283.73702525457
8740,-74417.9152820392
8750,-74575.0280640496
8760,-74548.42713184415
8770,-74442.80883434694
8780,-74523.95221816021
8790,-74524.70218570105
8800,-74437.52368653189
8810,-74443.41117532791
8820,-74695.12536436893
8830,-74562.20381456437
8840,-74777.55245373846
8850,-74589.01303864642
8860,-74779.25322164185
8870,-74643.74285789576
8880,-74831.37785547882
8890,-74648.31552317532
8900,-74896.25969113331
8910,-74809.23659322984
8920,-74738.48154598658
8930,-74983.62525015569
8940,-74786.76598387354
8950,-74973.15058380195
8960,-75054.66209783498
8970,-74742.3037892423
8980,-74836.53651375219
8990,-74902.91780985816
9000,-74762.39750484475
9010,-74946.2475699107
9020,-74864.04712664137
9030,-74955.7195486611
9040,-74741.95675327317
9050,-74874.00079355983
9060,-74601.88085713398
9070,-74757.4322910322
9080,-74803.87875805858
9090,-74752.08152660407
9100,-74774.15197424931
9110,-74539.23272163678
9120,-74591.19973864572
9130,-74517.0240047309
9140,-74714.26996366694
9150,-74609.1185135872
9160,-74540.72201690875
9170,-74801.43853499708
9180,-74960.21970058559
9190,-74602.98186711577
9200,-74810.62897323791
9210,-74932.78046318208
9220,-74708.54578490656
9230,-74778.61581107229
9240,-74718.4934907732
9250,-74998.88517932678
9260,-74687.73291271986
9270,-74814.5134889608
9280,-74698.18117759604
9290,-74850.85995969812
9300,-74792.80392506404
9310,-74610.94015824294
9320,-74561.03853341413
9330,-74559.06019262805
9340,-74617.19430644522
9350,-74790.47379800137
9360,-74645.5290125714
9370,-74756.77095653312
9380,-74640.75528270281
9390,-74675.14388735335
9400,-74520.29424717417
9410,-74641.71558205514
9420,-74708.79511988629
9430,-74602.32807808668
9440,-74550.29736519983
9450,-74630.74985333046
9460,-74572.35288782364
9470,-74829.02419396286
9480,-74669.97222220906
9490,-74641.4115451271
9500,-74737.60678666436
9510,-74540.07194774115
9520,-74664.50093112569
9530,-74706.80464136192
9540,-74760.589325188
9550,-74908.46577745832
9560,-74795.00085546155
9570,-74797.39016080291
9580,-74829.59438106247
9590,-74725.2778006083
9600,-74671.87211509954
9610,-74939.73118170345
9620,-74986.07880420276
9630,-74773.84820570765
9640,-74939.25800515355
9650,-75055.44172678297
9660,-74968.38619334143
9670,-74801.25783276503
9680,-74800.22615911027
9690,-74785.97306972274
9700,-74748.41156265834
9710,-74902.42914132345
9720,-75032.8126380084
9730,-74772.79833392841
9740,-74697.33557041234
9750,-74636.76192257693
9760,-74870.09617437271
9770,-74841.10440209505
9780,-74823.4505245568
9790,-74743.99726299802
9800,-74569.79048175238
9810,-74641.34796356622
9820,-74725.48668512909
9830,-74749.9037771303
9840,-74696.32883960003
9850,-74732.0265160765
9860,-74692.56571476508
9870,-74747.49394998424
9880,-74855.12720980495
9890,-74841.53089800257
9900,-74697.58701112273
9910,-74741.15973398273
9920,-74896.40194280303
9930,-74831.42440996923
9940,-74681.96663497775
9950,-74681.65528780468
9960,-74741.72478527499
9970,-74643.93189609221
9980,-74771.94812227393
9990,-74952.89193209274
